Census Tract, Total Population,California County,ZIP,"Nearby City 
(to help approximate location only)",Longitude,Latitude,DRAFT CES 4.0 Score,DRAFT CES 4.0 Percentile,"DRAFT CES 4.0
Percentile Range",Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
6019001100,2760,Fresno ,93706,Fresno,-119.7816961,36.7096952,94.61,100.00,95-100% (highest scores),0.060,83.67,13.90634758,97.71,1.123,98.72,721.18,75.50,92.13,98.07,1.44,45.38,48953.20052,99.84,1037.095744,60.38,89.85,98.91,54.25,91.52,2.65,92.22,0,0.00,6,79.63,79.09,9.73,99.93,129.54,97.22,7.8,95.62,21.47,92.25,45.1,92.87,18,83.11,76.6,98.43,16.2,97.15,30.7,90.61,93.73,9.72,99.87
6077000700,4177,San Joaquin,95206,Stockton,-121.2878729,37.9431727,90.83,99.99,95-100% (highest scores),0.045,41.24,11.88408494,72.59,0.538,91.15,388.77,33.04,85.18,93.53,71.02,75.04,5574.027466,92.66,856.395935,48.29,72.3,98.36,95,96.59,1.05,82.47,14,93.40,8.6,87.79,76.20,9.38,99.76,105.88,94.22,6.88,88.72,20.26,88.12,48.9,95.42,31.9,96.34,70.6,96.43,18.5,98.45,35.2,95.61,93.40,9.68,99.84
6077000100,4055,San Joaquin,95202,Stockton,-121.2853628,37.953996,85.75,99.97,95-100% (highest scores),0.045,40.40,11.87572931,72.20,0.520,90.63,388.77,33.04,77.83,87.28,18.10,64.83,3060.288513,81.50,287.4559495,7.61,57.35,97.03,81.8,95.75,1.05,82.47,14,93.40,8.5,87.61,70.21,8.64,98.77,238.03,99.96,9.72,99.36,20.57,89.13,45.7,93.37,22.1,88.77,81.8,99.50,17.9,98.17,36.4,96.51,95.71,9.92,99.97
6071001600,5527,San Bernardino,91761,Ontario,-117.6180131,34.0577805,83.56,99.96,95-100% (highest scores),0.063,93.74,13.78516102,97.40,0.419,86.01,839.24,91.07,92.36,98.22,0.41,34.20,13944.63346,98.83,842.733027,47.28,56,96.86,36.5,84.86,2.825,92.87,4,44.59,10,91.03,81.24,10.00,100.00,60.88,70.10,5.62,67.37,18.57,82.90,52.2,96.81,34.1,97.11,67.1,94.82,6.7,57.20,32.1,92.65,80.59,8.36,93.06
6037204920,2639,Los Angeles,90023,Los Angeles,-118.1974975,34.0175004,82.90,99.95,95-100% (highest scores),0.047,49.02,12.25164028,89.21,0.781,96.55,766.84,83.98,93.25,98.72,0.00,0.00,7537.026855,95.35,2522.622269,92.84,48.4,96.04,20.7,70.16,12.125,99.10,7,68.85,4,69.33,77.37,9.52,99.86,76.1,82.76,7.11,90.89,20.87,90.15,50.8,96.16,21.8,88.44,64.9,93.51,5.6,43.81,25,77.95,83.95,8.70,95.78
6019000700,3646,Fresno ,93706,Fresno,-119.8277069,36.7345353,80.82,99.94,95-100% (highest scores),0.060,84.09,13.52093888,95.88,0.174,57.09,721.18,75.50,70.46,79.44,53.77,73.14,3021.546631,81.04,690.502159,35.28,16.5,79.86,9.5,46.27,2.25,90.57,0,0.00,5.1,75.35,67.92,8.36,98.06,139.45,98.24,10.65,99.78,22.68,94.57,44.1,92.16,17.7,82.56,62,91.21,11,86.17,32.1,92.65,93.24,9.67,99.81
6019001000,4231,Fresno ,93706,Fresno,-119.804314,36.6977507,80.24,99.92,95-100% (highest scores),0.060,83.07,13.55379682,96.02,0.097,36.19,779.04,84.95,66.50,74.56,1686.14,91.83,5062.849934,91.63,243.2723063,5.70,15.45,77.82,20,69.27,0.25,58.79,0,0.00,5,75.16,65.73,8.09,96.96,139.35,98.23,8.76,98.40,22.68,94.57,44.6,92.53,21.9,88.53,77.7,98.74,16.8,97.60,33.2,93.85,95.66,9.92,99.96
6077000300,2240,San Joaquin,95203,Stockton,-121.3020724,37.952421,80.02,99.91,95-100% (highest scores),0.045,40.80,11.66075863,64.78,0.771,96.42,388.77,33.04,59.60,64.99,169.73,79.87,4290.638734,89.66,726.7471757,38.36,91.15,98.96,138.3,98.11,1.1,83.09,14,93.40,3.7,65.85,71.62,8.82,99.10,154.59,99.13,6.15,78.21,17.19,77.12,36,85.32,25.2,92.30,70.2,96.31,19.1,98.72,25.3,78.75,87.55,9.08,98.17
6019000200,2870,Fresno ,93706,Fresno,-119.8055044,36.7354914,79.89,99.90,95-100% (highest scores),0.061,84.80,13.81895941,97.47,1.390,99.30,721.18,75.50,77.03,86.37,9.20,60.21,3996.600016,88.52,909.6508821,52.26,16,79.15,28.25,78.72,0.1,41.46,0,0.00,0,0.00,66.99,8.25,97.52,139.08,98.17,10.25,99.67,22.64,94.43,39,88.16,15.6,78.04,75.6,98.23,12.2,89.95,32.4,93.01,93.45,9.69,99.85
6065030502,2092,Riverside ,92507,Riverside,-117.3560514,33.9857419,78.85,99.89,95-100% (highest scores),0.066,97.52,12.37134098,90.33,0.891,97.49,668.24,64.80,89.25,96.17,8.61,59.71,1679.460002,70.35,1566.079784,79.41,23.5,87.05,33.5,83.17,0.675,77.08,0,0.00,0.2,8.40,71.70,8.82,99.13,60.49,69.59,7.89,96.02,17.44,78.08,48.1,94.92,25.7,92.77,59.9,89.64,17,97.71,26,80.57,86.18,8.93,97.36
6037226002,1754,Los Angeles,90021,Los Angeles,-118.2477686,34.0326196,78.56,99.87,95-100% (highest scores),0.047,49.37,12.25156535,89.20,0.704,95.46,766.84,83.98,72.62,81.72,0.00,0.00,5855.450034,93.21,1931.043768,85.94,52.05,96.52,28,78.66,7.78,97.86,7,68.85,7.05,83.49,76.60,9.43,99.84,134.16,97.66,5.83,71.64,14.79,65.09,30.7,80.07,25.9,92.86,54,83.82,9.8,80.80,24.2,75.42,80.36,8.33,92.86
6037206050,2010,Los Angeles,90023,Los Angeles,-118.2244531,34.0299036,78.23,99.86,95-100% (highest scores),0.047,49.51,12.41537427,90.54,1.141,98.79,766.84,83.98,63.53,70.63,0.00,0.00,4209.243327,89.35,3665.685846,98.11,40.35,94.56,15.5,61.64,12.11,99.08,7,68.85,18.4,97.64,76.53,9.42,99.81,51.49,58.47,10.32,99.70,12.45,50.12,44.7,92.64,25.6,92.73,70.6,96.43,9.7,80.33,31.4,91.73,80.10,8.31,92.56
6037531302,6142,Los Angeles,90023,Los Angeles,-118.1827241,34.0169019,77.40,99.85,95-100% (highest scores),0.047,49.93,12.21812171,88.66,0.584,92.52,824.22,90.05,95.20,99.56,0.00,0.00,8922.873047,96.93,2649.188078,93.79,47.95,95.99,13.6,57.11,3.505,94.16,7,68.85,1.25,36.51,74.46,9.17,99.63,62.39,71.73,5.75,69.99,17.48,78.25,51.2,96.29,30.9,95.86,56.2,85.90,10.2,82.72,28.9,87.15,81.46,8.45,93.81
6019001202,4934,Fresno ,93725,Fresno,-119.7410277,36.7026849,77.32,99.84,95-100% (highest scores),0.060,83.29,13.96606425,97.90,0.203,62.55,940.01,96.76,60.21,66.00,8.42,59.46,4287.983439,89.63,438.594055,16.60,36,93.47,52.25,91.04,1.76,87.37,0,0.00,5,75.16,70.82,8.72,98.94,89.27,89.34,6.83,88.09,14.13,61.13,55.3,97.96,14.3,74.60,71.9,97.15,13.5,93.41,34.3,94.83,85.56,8.87,96.99
6019000400,5958,Fresno ,93721,Fresno,-119.7762091,36.7276563,77.09,99.82,95-100% (highest scores),0.061,84.79,13.88951512,97.69,0.674,94.87,721.18,75.50,91.56,97.81,0.97,41.76,12853.8304,98.68,1162.415629,67.00,24.1,87.71,24.8,75.17,2.1,89.55,0,0.00,0.5,20.37,73.03,8.99,99.39,106.01,94.24,6.12,77.55,18.98,84.18,45.2,92.92,15.6,78.04,77.1,98.57,18.2,98.32,14.3,32.73,82.72,8.58,94.78
6037536104,4072,Los Angeles,90280,South Gate,-118.1782284,33.9448778,77.04,99.81,95-100% (highest scores),0.045,40.98,12.04869771,81.02,0.702,95.42,856.15,92.30,94.48,99.33,0.00,0.00,4162.353353,89.15,2127.781743,88.89,103,99.25,55.1,91.79,4.55,95.21,10,84.20,16.5,96.79,80.07,9.86,99.96,50.83,57.69,5.48,63.90,17.7,79.51,49,95.49,20.5,86.72,43.4,70.74,11.5,87.89,25,77.95,75.39,7.82,86.73
6037543202,5442,Los Angeles,90220,Compton,-118.230032,33.8798617,76.92,99.80,95-100% (highest scores),0.042,30.16,12.21666021,88.64,0.376,83.17,456.59,43.57,91.14,97.56,1.16,43.41,4028.490071,88.62,1575.35455,79.60,19.6,83.78,64.25,93.87,1.75,87.34,7,68.85,0.7,22.56,69.99,8.61,98.71,114.33,95.46,6.32,80.73,18.18,81.31,46.6,93.79,10.1,61.71,58.8,88.66,13.5,93.41,33.9,94.51,86.12,8.93,97.30
6037532302,4819,Los Angeles,90023,Los Angeles,-118.1751711,34.0096885,76.72,99.79,95-100% (highest scores),0.047,49.30,12.15074524,87.07,0.938,97.81,677.20,66.36,92.06,98.05,0.00,0.00,12596.7998,98.62,2783.139002,94.61,138.25,99.71,51.75,90.95,6.78,97.28,7,68.85,3.5,65.31,77.46,9.53,99.88,56.57,64.84,6.38,81.88,18.99,84.21,47.7,94.61,19.4,85.15,55.2,84.96,8.2,70.86,18.9,55.65,77.61,8.05,89.71
6077001900,4969,San Joaquin,95205,Stockton,-121.2605554,37.9516762,75.99,99.77,95-100% (highest scores),0.045,41.03,12.06406621,82.14,0.512,90.37,694.13,68.40,80.72,89.84,12.95,62.50,1711.709971,70.68,681.8709837,34.68,13.2,73.75,48.5,90.10,0.05,26.37,13,92.08,5,75.16,68.80,8.47,98.43,102.71,93.28,5.06,54.12,23.94,96.73,42.6,91.11,20.1,86.17,74.5,97.99,14,94.39,29.7,88.91,86.55,8.97,97.63
6037203300,1982,Los Angeles,90033,Los Angeles,-118.2077883,34.0588723,75.98,99.76,95-100% (highest scores),0.048,54.67,12.57687534,91.57,1.053,98.41,774.24,84.42,71.00,80.04,0.00,0.00,2455.516642,76.61,2125.866346,88.83,16.95,80.39,57.15,92.32,1.245,84.24,13,92.08,0.5,20.37,72.51,8.92,99.29,65.53,74.85,6.16,78.36,13.45,57.13,51.4,96.40,31.3,96.03,73,97.49,NA,NA,28.6,86.53,82.11,8.51,94.41
6037239330,2689,Los Angeles,90001,Los Angeles,-118.2631029,33.9783876,75.70,99.75,95-100% (highest scores),0.045,41.58,12.14625901,86.88,0.203,62.51,766.84,83.98,93.50,98.88,0.00,0.00,2984.993327,80.73,1230.505058,69.83,75.5,98.50,27.75,78.34,0.3,61.73,0,0.00,6.5,81.10,65.01,8.00,96.54,113.45,95.31,6.68,86.16,27.79,99.02,57.1,98.38,15.5,77.63,68,95.28,9,76.23,38,97.46,91.25,9.46,99.34
6019000902,4791,Fresno ,93706,Fresno,-119.8042772,36.717769,75.56,99.74,95-100% (highest scores),0.060,83.86,13.68294343,96.79,0.256,71.00,721.18,75.50,63.43,70.51,2634.44,94.16,17236.10368,99.22,347.2769377,10.86,13.1,73.51,14,57.81,0,0.00,0,0.00,4.1,69.62,63.55,7.82,95.62,139.35,98.23,10.18,99.63,22.68,94.57,49.5,95.64,24.5,91.51,84.8,99.72,8.3,71.54,28.3,85.85,93.16,9.66,99.79
6037291220,3647,Los Angeles,90247,Gardena,-118.286709,33.8771395,75.25,99.72,95-100% (highest scores),0.041,27.16,12.0660607,82.35,0.637,94.08,780.36,85.14,66.24,74.23,57.87,73.67,5292.380045,92.15,3455.239256,97.63,15.35,77.67,53.3,91.29,6.465,97.03,15,94.83,4,69.33,80.88,9.95,99.99,64.77,74.05,7.77,95.43,12.99,53.75,30.1,79.38,20.6,86.82,49.8,78.99,4.2,25.84,28.4,86.02,72.91,7.56,83.46
6037535400,3345,Los Angeles,90002,Los Angeles,-118.2314205,33.947117,75.07,99.71,95-100% (highest scores),0.044,39.29,12.07139901,82.66,0.270,73.06,865.02,92.83,85.03,93.43,0.00,0.00,3299.523275,83.93,994.4754349,57.49,109.45,99.42,59,92.84,0.55,72.76,0,0.00,2,51.98,64.69,7.96,96.30,101.27,92.97,6.51,83.69,25.19,97.77,52.5,96.93,23.7,90.70,60.2,89.90,8.9,75.65,41.3,98.72,90.93,9.43,99.26
6019001201,5532,Fresno ,93725,Fresno,-119.7577716,36.7107523,74.90,99.70,95-100% (highest scores),0.060,83.68,13.96295871,97.88,0.233,67.65,721.18,75.50,79.08,88.34,0.00,0.00,18269.38037,99.30,470.2217476,18.66,106.9,99.38,83.15,95.81,2.035,88.93,0,0.00,17.5,97.24,69.68,8.58,98.63,104.05,93.77,5.26,59.19,16.42,73.70,56.6,98.31,23.6,90.58,62.8,91.81,15.5,96.29,29.1,87.62,84.24,8.73,96.03
6037227010,5552,Los Angeles,90011,Los Angeles,-118.2469968,34.0185256,74.85,99.68,95-100% (highest scores),0.046,47.58,12.09940492,84.39,0.565,91.89,766.84,83.98,93.87,99.08,0.00,0.00,3205.156657,82.87,832.5616204,46.50,55.55,96.81,4.55,29.66,2.415,91.19,7,68.85,4,69.33,68.41,8.42,98.27,68.48,77.37,5.57,66.05,21.83,93.28,62.1,99.46,20.9,87.28,71.1,96.71,10,81.88,38.1,97.51,85.73,8.89,97.04
6031001100,6999,Kings ,93230,Hanford,-119.6308433,36.3080545,74.67,99.67,95-100% (highest scores),0.061,85.29,15.50307476,99.44,0.131,46.27,807.66,88.39,68.94,77.80,20.68,66.12,786.0813498,56.34,388.3283198,13.44,11.5,67.29,110.25,97.26,0.525,71.77,0,0.00,11.7,93.07,66.38,8.17,97.31,108.13,94.63,6.13,77.80,26.4,98.55,46.8,93.96,28.4,94.57,75.8,98.28,13.4,93.27,17.6,49.62,88.13,9.14,98.42
6037205120,3521,Los Angeles,90023,Los Angeles,-118.2117956,34.0187546,74.56,99.66,95-100% (highest scores),0.046,48.50,12.27407804,89.42,0.571,92.08,766.84,83.98,89.21,96.15,0.00,0.00,5840.613281,93.17,928.4647117,53.66,64.8,97.74,20,69.27,27.005,99.98,7,68.85,4.35,70.37,73.49,9.05,99.48,76.1,82.76,5.88,72.85,20.87,90.15,59.7,99.01,27.2,93.87,78.7,98.99,1.5,2.11,31.1,91.31,79.49,8.24,91.88
6037291210,5488,Los Angeles,90247,Gardena,-118.2870814,33.8886904,74.28,99.65,95-100% (highest scores),0.041,28.92,12.06226955,81.93,0.693,95.23,784.39,85.82,77.86,87.29,22.63,67.05,4218.41333,89.37,2511.594785,92.75,16.95,80.39,60.55,93.26,8.39,98.16,0,0.00,12.7,94.38,76.78,9.45,99.85,70.46,78.74,5.81,71.26,13.6,58.00,24.4,71.57,21,87.42,46.7,75.06,13.6,93.59,27.3,83.75,75.81,7.86,87.34
6029002500,9152,Kern ,93307,Bakersfield,-118.9920281,35.3372541,74.27,99.63,95-100% (highest scores),0.063,93.85,16.39474779,100.00,0.091,34.24,730.75,76.41,77.58,86.94,56.48,73.46,42.91536713,20.25,649.8318905,32.13,46.4,95.66,43.75,88.32,9.225,98.57,0,0.00,5.7,77.36,67.10,8.26,97.60,82.69,86.86,6.17,78.56,22.78,94.92,35.9,85.29,15.5,77.63,61.9,91.13,26.4,99.82,25.6,79.56,86.73,8.99,97.73
6037433501,1870,Los Angeles,91733,South El Monte,-118.0651222,34.0572554,74.16,99.62,95-100% (highest scores),0.051,65.13,12.00416809,78.44,0.551,91.56,804.28,87.88,92.24,98.16,0.01,10.85,3197.536702,82.82,905.045862,51.86,21.8,85.52,127.35,97.81,0.585,73.79,4,44.59,2.5,58.24,71.22,8.77,99.00,65.92,75.19,5.6,66.83,16.69,74.84,53.2,97.26,38,98.05,61.8,91.06,10.4,83.57,27.7,84.54,81.59,8.46,93.90
6037240500,7466,Los Angeles,90003,Los Angeles,-118.275663,33.9469248,73.81,99.61,95-100% (highest scores),0.044,36.59,12.0998549,84.43,0.321,78.44,766.84,83.98,84.63,93.20,0.00,0.00,3334.353271,84.34,3154.098167,96.53,1.2,20.50,16.3,63.24,0,0.00,7,68.85,6.5,81.10,62.04,7.64,94.51,113.88,95.43,7.07,90.60,27.88,99.23,48.7,95.38,15.8,78.50,71.2,96.75,11.6,88.30,38.9,97.93,93.23,9.67,99.80
6077003803,5979,San Joaquin,95231,French Camp,-121.2688218,37.885527,73.73,99.60,95-100% (highest scores),0.047,49.36,10.81852036,53.69,0.176,57.46,1198.20,99.85,54.80,58.19,1307.27,90.58,1252.605326,65.50,913.4255036,52.58,24.65,88.18,128.8,97.84,0.56,73.22,15,94.83,7.85,85.22,73.22,9.01,99.45,77.16,83.55,6.13,77.80,20.74,89.46,38.8,88.02,8.1,53.29,53.9,83.71,12.4,90.39,18.9,55.65,78.91,8.18,91.13
6037226001,2531,Los Angeles,90021,Los Angeles,-118.2502739,34.0244835,73.59,99.58,95-100% (highest scores),0.046,48.38,12.15802236,87.29,0.629,93.86,766.84,83.98,97.82,99.94,0.00,0.00,3157.056641,82.39,2429.418553,91.94,51.85,96.48,8.3,43.30,3.685,94.34,7,68.85,5.2,75.75,74.23,9.14,99.61,72.02,79.92,5.24,58.56,13.67,58.35,53.2,97.26,28.6,94.68,73.7,97.68,7.8,67.46,31.4,91.73,77.68,8.05,89.82
6037534202,5499,Los Angeles,90201,Bell,-118.1611103,33.959603,73.31,99.57,95-100% (highest scores),0.045,43.68,12.02968272,79.99,0.152,51.72,511.71,49.79,83.68,92.43,19.02,65.15,4722.886638,90.94,755.4452536,40.89,6.45,50.05,14,57.81,2.85,92.91,10,84.20,3,62.71,66.06,8.13,97.13,54.25,62.08,6.21,79.19,23.93,96.68,58.9,98.86,23.2,90.27,80.8,99.33,12.5,90.66,33.2,93.85,86.96,9.02,97.87
6037533806,3820,Los Angeles,90201,Bell,-118.1704919,33.9722323,73.29,99.56,95-100% (highest scores),0.046,44.48,12.04351864,80.80,1.088,98.57,815.29,89.04,90.55,97.04,9.51,60.42,5695.893392,92.89,5116.249847,99.73,24.6,88.11,11.55,52.60,0.55,72.76,7,68.85,0,0.00,74.07,9.12,99.55,54.25,62.08,5.02,52.85,23.93,96.68,57.6,98.58,17.6,82.36,58.2,88.12,8.5,73.08,26,80.57,77.54,8.04,89.65
6037239202,5682,Los Angeles,90001,Los Angeles,-118.2649765,33.9856783,73.14,99.55,95-100% (highest scores),0.045,42.73,12.14495497,86.78,0.232,67.39,766.84,83.98,91.25,97.63,0.00,0.00,2825.580078,79.34,1052.626827,61.29,126.55,99.65,39.75,86.51,0.135,48.00,0,0.00,6.5,81.10,64.28,7.91,96.05,84.75,87.60,6.38,81.88,21.32,91.86,54.4,97.69,17.6,82.36,61.7,90.92,10.8,85.36,47.3,99.70,89.16,9.24,98.73
6037243100,6490,Los Angeles,90059,Los Angeles,-118.2350934,33.9327963,73.13,99.53,95-100% (highest scores),0.044,36.99,12.0902374,83.73,0.805,96.76,766.84,83.98,74.50,83.70,0.00,0.00,3176.860026,82.62,2484.965675,92.41,17.6,81.41,12.15,53.85,0.845,79.91,0,0.00,0.2,8.40,61.59,7.58,94.18,129.2,97.10,9.48,99.23,26.48,98.63,49.1,95.52,9.2,58.05,76,98.32,11.5,87.89,42.7,99.11,93.05,9.65,99.75
6037542402,3217,Los Angeles,90221,Compton,-118.2124134,33.881969,73.09,99.52,95-100% (highest scores),0.042,31.59,12.25258001,89.22,0.520,90.64,485.42,47.18,92.41,98.25,0.00,0.00,3572.436605,85.91,1480.520959,77.66,22.25,86.05,55.75,91.93,2.225,90.43,10,84.20,5.5,77.03,72.01,8.86,99.20,86.77,88.60,6.28,80.04,22.2,93.67,35,84.55,8.3,54.14,43.5,70.94,12.5,90.66,19.4,57.88,79.53,8.25,91.92
6037570403,4893,Los Angeles,90805,Long Beach,-118.2044859,33.8778668,73.07,99.51,95-100% (highest scores),0.042,31.10,12.4277485,90.60,0.901,97.55,600.90,57.60,91.01,97.46,0.00,0.00,3566.413412,85.88,1778.158275,83.43,2.7,31.39,11.35,51.96,0.535,71.97,10,84.20,5,75.16,66.28,8.16,97.25,84.23,87.39,6.85,88.40,18.48,82.58,45.2,92.92,14.5,75.14,60.6,90.15,10.4,83.57,31.2,91.45,86.38,8.96,97.50
6029002200,5038,Kern ,93307,Bakersfield,-118.9879161,35.3613217,73.04,99.50,95-100% (highest scores),0.063,94.05,15.91452262,99.88,0.286,74.98,602.07,57.97,80.05,89.16,0.00,0.00,27.9899998,16.99,681.9583609,34.69,15.4,77.73,15,60.64,9.11,98.50,0,0.00,5,75.16,59.78,7.36,92.42,84.72,87.56,8.51,98.01,23.51,95.99,59.9,99.05,26.3,93.29,83.8,99.65,30.2,99.94,36,96.26,95.75,9.93,99.99
6037239201,3913,Los Angeles,90003,Los Angeles,-118.2771699,33.9857805,73.02,99.48,95-100% (highest scores),0.045,42.56,12.05259566,81.32,0.784,96.59,766.84,83.98,89.98,96.64,0.00,0.00,2646.700032,78.13,3970.780012,98.68,11.1,66.40,12.85,55.28,0.11,43.58,0,0.00,1.25,36.51,61.61,7.58,94.20,113.88,95.43,6.38,81.88,27.88,99.23,55.8,98.09,24.9,92.02,60.2,89.90,11.9,89.20,41.1,98.62,92.87,9.63,99.68
6037434004,2948,Los Angeles,91733,South El Monte,-118.0321896,34.0402202,73.02,99.47,95-100% (highest scores),0.051,64.80,12.03688662,80.39,0.890,97.47,803.63,87.76,86.56,94.48,9.08,60.14,4463.973389,90.24,1963.851443,86.45,14.05,75.59,11.55,52.60,0.26,59.48,5,52.00,1.25,36.51,73.56,9.05,99.50,65.92,75.19,7.27,92.28,16.69,74.84,31.6,81.13,15.6,78.04,54.1,83.96,8.3,71.54,19.7,59.35,77.79,8.06,89.99
6019000300,3936,Fresno ,93706,Fresno,-119.8010347,36.726462,72.77,99.46,95-100% (highest scores),0.060,84.52,13.77605928,97.36,0.693,95.22,721.18,75.50,81.02,90.11,73.48,75.18,8115.579997,96.09,641.6004036,31.51,17.9,81.74,24,74.32,0.06,28.51,0,0.00,1,33.24,68.31,8.41,98.23,139.35,98.23,8.07,96.74,22.68,94.57,35.8,85.19,15,76.31,70.2,96.31,6.9,59.22,14.7,35.19,83.48,8.66,95.40
6037433101,2360,Los Angeles,91731,El Monte,-118.0605567,34.0686907,72.25,99.45,95-100% (highest scores),0.052,67.67,11.94103408,75.21,0.355,81.64,829.76,90.54,79.09,88.35,0.60,37.79,2935.876709,80.26,2834.65939,94.99,20.25,84.33,57.05,92.31,0.16,50.99,3,34.11,2.5,58.24,72.70,8.95,99.37,60.57,69.64,7.07,90.60,15.27,68.20,42.6,91.11,38.4,98.14,46.3,74.61,7,60.24,23.7,73.93,77.88,8.07,90.10
6037542401,4630,Los Angeles,90221,Compton,-118.2109036,33.8923624,72.08,99.43,95-100% (highest scores),0.043,33.86,12.15347903,87.12,0.256,70.98,456.94,43.74,94.30,99.29,0.00,0.00,3227.699951,83.13,802.7858005,44.50,11,66.31,34.95,84.00,1.11,83.20,10,84.20,2.75,59.13,63.67,7.84,95.71,95.67,91.50,6.29,80.16,24.68,97.53,37.3,86.56,15.1,76.53,54,83.82,15.8,96.66,34.3,94.83,88.71,9.20,98.61
6037542200,7539,Los Angeles,90221,Compton,-118.1971508,33.8868935,71.87,99.42,95-100% (highest scores),0.043,32.84,12.21728053,88.65,0.478,89.00,614.21,58.81,95.58,99.67,0.00,0.00,3252.656738,83.44,2630.563134,93.64,4,39.89,26.8,77.48,0.6,75.01,7,68.85,1,33.24,65.14,8.02,96.68,92.82,90.43,5.85,72.08,23.89,96.51,43.4,91.76,17.4,81.95,57.5,87.31,12,89.56,26.7,82.37,86.46,8.96,97.58
6037534201,4785,Los Angeles,90201,Bell,-118.1672627,33.9580353,71.81,99.41,95-100% (highest scores),0.045,43.14,12.02968272,79.99,0.884,97.41,511.71,49.79,86.09,94.08,9.59,60.49,5099.623291,91.66,3172.78691,96.60,24.75,88.33,27.5,78.17,3.425,94.02,10,84.20,0.75,23.31,75.63,9.31,99.71,54.25,62.08,5.02,52.85,23.93,96.68,51.5,96.46,17,81.20,63.2,92.19,4.3,27.44,33.3,94.03,74.40,7.71,85.42
6077000801,7352,San Joaquin,95203,Stockton,-121.3145235,37.9405169,71.79,99.39,95-100% (highest scores),0.045,42.23,11.33220316,58.33,0.540,91.21,388.77,33.04,51.53,53.24,21.33,66.30,31060.09851,99.73,1078.530592,62.88,59.35,97.34,116.15,97.58,0.18,51.93,18,97.53,7,83.46,70.77,8.71,98.90,115.72,95.59,6.38,81.88,20.37,88.52,36.4,85.66,13.3,72.36,51,80.29,5.8,46.14,21.6,67.10,79.49,8.24,91.87
6037242600,4745,Los Angeles,90059,Los Angeles,-118.2502423,33.932376,71.70,99.38,95-100% (highest scores),0.044,36.05,12.0688233,82.53,0.841,97.09,766.84,83.98,86.03,94.06,0.00,0.00,3237.133382,83.28,3529.731022,97.81,0,0.00,3,22.97,0.01,8.74,7,68.85,5,75.16,59.61,7.34,92.21,136.47,98.07,6.99,89.80,27.86,99.08,52.6,96.97,14.9,76.11,87,99.82,21.3,99.37,31.5,91.92,94.24,9.77,99.90
6037531301,4972,Los Angeles,90023,Los Angeles,-118.1822336,34.0217436,71.56,99.37,95-100% (highest scores),0.047,50.60,12.18460314,88.00,0.699,95.37,838.03,91.04,90.21,96.74,0.00,0.00,6807.356771,94.54,3107.507264,96.39,18.2,82.42,3.5,25.13,1.255,84.56,7,68.85,0.5,20.37,69.81,8.59,98.67,60.62,69.70,5.32,60.28,16.34,73.03,52.4,96.89,27.2,93.87,66.7,94.47,14.8,95.42,27.5,84.18,80.32,8.33,92.76
6099003700,4874,Stanislaus ,95380,Turlock,-120.883606,37.4647928,71.44,99.36,95-100% (highest scores),0.055,73.54,12.11257085,85.35,0.196,61.27,852.18,92.03,54.03,57.16,6484.30,97.49,231.1527329,36.06,1013.66386,58.75,14,75.57,76.2,95.32,0.15,50.18,6,59.92,12,93.60,71.78,8.83,99.14,77.65,83.85,5.6,66.83,24.37,97.16,26.6,74.96,14.8,75.84,46.2,74.51,11.2,86.84,18.7,54.68,77.99,8.09,90.23
6019006802,3283,Fresno ,93654,Reedley,-119.4974354,36.5995048,71.34,99.34,95-100% (highest scores),0.064,95.69,13.25232473,94.70,0.060,21.75,1001.55,98.40,68.13,76.65,5844.81,97.06,695.5513304,53.95,646.7282871,31.88,7.5,54.21,3.3,24.18,5,95.77,2,24.15,2,51.98,64.19,7.90,95.96,125.9,96.77,5.98,74.70,22.64,94.43,42.4,90.93,21.5,88.05,55.1,84.84,13,92.16,23,71.64,87.08,9.03,97.91
6037570203,4071,Los Angeles,90805,Long Beach,-118.1600078,33.8783269,71.00,99.33,95-100% (highest scores),0.043,32.36,12.07684795,82.96,0.572,92.12,457.25,43.80,71.42,80.44,0.00,0.00,3349.306722,84.45,2820.212253,94.90,6.1,49.31,42.4,87.74,7.21,97.65,7,68.85,5,75.16,67.83,8.35,98.01,68.25,77.28,7.13,91.04,15.3,68.38,36.3,85.53,13.5,72.76,63.9,92.68,12.7,91.26,27.2,83.46,82.02,8.50,94.33
